CXCL8,CXCL10,CCL20,IFIT1,MX1,OAS1,ISG15,RSAD2,IFIT2,IFIT3,BST2,XAF1,CXCL9,CXCL11,IRF7,STAT1,IRF1,GBP1,HLA-F,TAP1,PSMB9,SAMD9,USP18,DDX58,IFIH1,MDA5,CXCL2,CXCR4,HPV_Status
2.9058200749096015,1.7984806718296193,3.1774013360729407,1.4290601476119236,3.6047162567877424,1.915480328952251,2.511707864553913,2.402374327938366,1.8162739750795391,2.897121755782536,1.5602424622222573,1.2816820685106998,2.0940389436208733,2.329653140534397,2.4384886142548834,2.789447380687962,3.948546994804294,1.5460122614283958,1.23528509616947,1.7153505751898606,3.881520787506693,2.140865155187728,1.7982899102652998,1.3316904461009798,1.3569433506822675,2.380651546288445,1.3401642097986224,2.80826204793632,negative
1.5093256543739102,2.5139675348188444,1.8387284598670712,1.3694680818930032,1.9438045656119096,1.2569137327358857,2.5483828843567764,0.8340392401215404,1.4719959355879764,2.078423969726835,1.715504901452918,2.147993355730501,0.9890558295879338,0.6598823186264198,0.6011965582506703,1.3833342734112772,2.50858639353532,1.595185578747822,1.1682521518477171,0.9187282301984482,3.0802694499576333,0.9287604034240639,1.0713617594826153,1.101032800055868,1.7107710292224079,1.5921664160115874,1.1936918104981276,2.352313256305843,negative
9.377887801152369,7.418612285117933,6.502952276236929,6.26441047145146,19.669454072065424,1.3875015856449262,15.280341113541901,4.075410324223319,2.008332353527389,7.869160149410053,5.15639977171754,7.833751473765683,2.4253890570321897,2.2017082689939174,5.2830754080945885,6.3336628966366275,2.5036494187538243,5.245042357106038,2.4183110007271584,6.3843696267738155,3.118512745490981,2.7204582214572786,5.7825935886431665,3.908940282424898,2.321268352451138,3.654773398304199,2.052938814755633,6.022769019437732,positive
1.6835399076396684,25.079467834376516,6.274565290081546,25.210730609747632,34.49561318014766,69.55776798078216,44.28007891382069,20.156974554119277,48.33152160502819,19.748933788426402,8.509277414873548,13.504485564122595,39.398737356751845,20.210218684056333,23.59110563755786,52.77926692055018,6.862114788995419,11.153198122408142,6.9387410851634606,5.272166932211185,4.5956047015973835,9.282517151326276,21.761320476175527,39.15865711605655,56.64972231801724,12.24494116897517,4.857551046701136,7.475319985495029,positive
2.5997407172943743,7.249145221096552,6.536165772819993,46.901526165942464,54.127003869322515,19.105179458192257,17.338225377453377,35.195999610884165,26.60698258040703,50.87272954512606,22.968877130662786,6.884218325743045,26.17449154396141,30.533949189693686,23.293855986058276,15.205812967124288,10.592093671270812,41.03901039556623,2.384618666452293,13.609385102220688,4.666905390366506,17.138715275488636,29.49967981684533,24.30732453284028,23.72723502476151,35.538638710952725,4.4753965554571895,10.068461127414423,positive
6.338995713032185,10.133469360163868,1.9180529006428588,37.409404114720225,27.263424465921684,15.632509849423718,22.428993593880843,6.444997873994543,18.5931183584287,38.94972719638098,24.42343397485849,14.030755882977536,13.84952264384723,14.841747820262784,36.73372461823824,7.114579910545447,3.4415540211700653,41.45700105896538,2.675149398044962,2.742903273130388,5.003487322294218,19.704987485207333,14.689581178391654,85.61809790662097,13.746673281518895,14.194086556225173,2.1489088943306927,5.673561405124622,positive
2.2153189542062295,2.069800953310104,1.077210576743836,0.8987091689769079,1.5780455527935942,1.7411550756251655,1.2776310813840226,0.4866790270709825,2.33562937074015,2.7066425726781427,0.8476062845725107,1.1555688734636729,1.875233647334143,1.1650113592514704,1.0273108482108102,1.9344056031099142,1.5307710196378563,1.2129886109166905,2.5402965785056213,1.0807797576948226,3.180677793750916,0.8679446127256256,1.3491601589911892,0.9540164970647094,1.1393693476542763,1.2728644635189925,2.427100630304092,1.3007935484218047,negative
1.43435256575743,1.802153801977365,1.4540694411939952,0.5901304150238036,1.2891847570925121,0.8618742996452494,1.6144069021362946,1.6109277487130533,1.7571140128497036,1.7119981440522536,1.1962754160827087,0.9571007907183751,1.8473225939062412,2.4853818626327717,1.6085819720990393,1.8501575167472493,2.4948604542279043,1.5691138032414118,1.529471822703945,1.5500113227641792,0.7247969509036399,2.7515842419813286,1.8763385839938092,1.7698780404148138,1.459282956845025,0.7996440159810602,1.0939659283238006,0.8667376036315033,negative
0.8524048272942277,1.1934833033289307,0.6814599180462312,1.1955742088599781,2.413536989052754,1.2479641444504497,1.897827112731646,1.0563209276524965,2.357390290562151,1.0696956857606472,1.6135972473963789,1.0806338471661985,1.3489152900031895,1.8533097140924457,1.4863967851308446,1.3946593422808167,1.0260866561044393,1.2112727254573346,1.7950190883362807,1.0791292032992021,1.5458042418208717,0.7676029271691576,1.4408270788112645,1.7526946469826277,1.6639341975629018,1.6907337554219908,0.8740124800598659,1.9006995528982393,negative
1.7649300581746685,1.8597697725818438,7.584034776452796,4.185528263007294,8.492200958521462,3.3691898131794855,20.40328618938702,1.474839806784172,3.1206542156028894,6.0267939478307335,4.113704354825127,2.7470197634432005,3.643626063989935,2.4861134827791185,7.728452398353961,8.21397819333973,2.0687561716647216,5.340563465484529,2.554550942723453,1.2007351006837332,2.5232780153738363,1.95382040230704,4.152266254640289,1.2257051544873971,2.5050970819468006,3.3492187674436007,1.6637629523085993,4.492347728891157,positive
